user_id,days_active,score_views,session_minutes,risk_profile,premium_user
485,47,2,15.4,conservative,0
486,41,4,16.6,aggressive,1
487,26,2,7.4,moderate,0
488,29,1,9.7,conservative,0
489,11,1,9.0,conservative,0
490,31,6,25.0,aggressive,0
491,7,1,10.7,aggressive,0
492,49,4,14.3,aggressive,1
493,43,0,7.6,conservative,0
494,36,7,28.2,aggressive,0
495,45,6,20.0,conservative,0
496,8,3,16.4,conservative,0
497,37,2,12.3,moderate,0
498,8,2,14.9,moderate,0
499,75,8,32.7,moderate,0
500,15,5,23.1,aggressive,0
501,6,4,20.4,moderate,0
502,5,2,11.1,moderate,0
503,7,1,11.2,conservative,0
504,24,4,14.7,moderate,0
505,90,4,14.0,conservative,0
506,30,3,18.9,aggressive,1
507,24,3,10.5,moderate,0
508,4,3,17.5,moderate,0
509,8,1,13.6,moderate,0
510,45,3,16.0,moderate,0
511,9,3,16.9,aggressive,0
512,17,2,12.6,moderate,0
513,27,2,14.1,aggressive,0
514,32,2,14.1,moderate,0
515,10,1,9.5,conservative,0
516,31,5,20.8,aggressive,1
517,18,1,13.2,conservative,0
518,39,6,22.5,aggressive,0
519,35,5,21.8,aggressive,1
520,17,4,12.1,aggressive,1
521,7,3,18.9,moderate,1
522,6,1,13.2,moderate,0
523,12,2,15.0,moderate,0
524,64,2,11.7,conservative,0
525,25,4,15.5,aggressive,0
526,29,1,12.0,moderate,0
527,32,4,20.6,conservative,0
528,15,2,8.8,moderate,1
529,26,3,17.1,aggressive,1
530,26,3,12.9,moderate,0
531,8,2,9.3,aggressive,0
532,1,0,7.6,moderate,0
533,31,1,9.6,conservative,0
534,32,7,21.6,aggressive,0
535,71,4,18.0,moderate,0
536,22,6,17.8,aggressive,0
537,4,1,12.1,conservative,0
538,25,3,17.0,aggressive,1
539,54,12,40.1,aggressive,1
540,42,5,24.8,moderate,1
541,34,1,13.2,conservative,0
542,6,1,11.3,conservative,0
543,57,4,25.3,conservative,0
544,43,2,12.2,conservative,0
545,22,2,11.6,moderate,1
546,42,5,18.5,aggressive,1
547,27,1,9.0,moderate,0
548,12,2,9.2,conservative,0
549,36,4,16.5,conservative,0
550,15,2,17.2,moderate,0
551,24,1,8.7,conservative,0
552,15,3,8.3,aggressive,1
553,22,1,12.4,moderate,0
554,54,4,18.9,moderate,0
555,19,1,9.4,conservative,0
556,22,4,13.9,moderate,1
557,28,1,10.7,moderate,0
558,40,5,20.0,moderate,0
559,35,0,9.0,moderate,0
560,2,0,8.5,conservative,0
561,13,3,14.7,moderate,0
562,39,12,41.3,aggressive,1
563,34,3,11.3,moderate,1
564,55,3,17.7,moderate,0
565,21,3,17.9,conservative,0
566,23,0,12.3,moderate,0
567,60,6,21.4,conservative,0
568,3,1,9.9,moderate,1
569,17,1,11.4,conservative,0
570,12,0,11.3,conservative,0
571,12,5,19.0,aggressive,0
572,32,4,19.0,moderate,0
573,73,2,14.1,conservative,0
574,35,4,23.8,moderate,1
575,25,2,8.2,conservative,0
576,24,2,10.7,moderate,0
577,11,1,10.5,moderate,0
578,12,0,8.1,moderate,0
579,45,4,23.7,moderate,0
580,29,6,18.6,moderate,0
581,41,4,23.7,moderate,0
582,24,1,10.6,moderate,0
583,37,4,18.5,conservative,0
584,26,4,14.6,conservative,0
585,43,2,10.1,conservative,0
586,90,8,30.8,moderate,0
587,45,4,21.1,conservative,0
588,1,0,12.2,conservative,0
589,6,0,8.2,moderate,0
590,11,2,10.0,moderate,0
591,22,6,25.3,aggressive,1
592,20,0,6.4,conservative,0
593,17,5,19.7,aggressive,1
594,20,1,8.2,aggressive,0
595,17,1,5.9,moderate,0
596,19,11,37.2,aggressive,0
597,51,3,9.8,moderate,1
598,8,1,17.1,conservative,0
599,18,4,17.4,conservative,1
600,24,2,7.2,moderate,0
601,47,3,16.0,moderate,1
602,27,4,20.8,aggressive,0
603,21,1,10.2,moderate,0
604,20,1,12.1,moderate,0
605,56,8,25.3,aggressive,1
606,16,1,13.0,moderate,0
607,13,5,22.4,aggressive,1
608,27,2,10.6,conservative,0
609,90,6,18.0,moderate,0
610,24,3,16.2,aggressive,0
611,22,4,13.2,moderate,0
612,16,4,18.2,moderate,0
613,28,2,8.2,conservative,0
614,1,1,12.1,aggressive,0
615,44,3,24.2,moderate,0
616,16,4,23.7,aggressive,0
617,6,2,13.6,moderate,1
618,9,2,13.1,conservative,0
619,26,3,13.0,conservative,0
620,25,3,13.2,moderate,0
621,27,3,14.1,conservative,0
622,17,2,11.9,conservative,0
623,42,1,8.3,conservative,0
624,37,1,13.8,conservative,0
625,25,2,12.8,conservative,0
626,19,4,21.1,moderate,0
627,27,2,8.5,moderate,0
628,42,5,21.7,moderate,0
629,30,1,12.6,conservative,0
630,28,7,20.5,aggressive,0
631,44,9,27.2,aggressive,0
632,52,3,18.1,conservative,0
633,36,3,16.7,moderate,0
634,25,1,11.2,conservative,0
635,33,5,19.9,moderate,0
636,49,3,16.9,conservative,0
637,17,3,15.4,moderate,0
638,42,5,21.0,moderate,1
639,4,3,17.8,conservative,0
640,21,5,16.4,aggressive,1
641,19,2,7.9,conservative,0
642,35,2,13.0,aggressive,0
643,14,6,14.5,moderate,0
644,3,0,12.7,moderate,0
645,12,4,19.5,moderate,1
646,37,6,25.3,moderate,0
647,31,2,9.0,moderate,0
648,13,2,14.6,conservative,0
649,25,2,14.8,conservative,0
650,38,3,14.5,aggressive,1
651,28,3,12.9,moderate,0
652,47,4,13.1,conservative,0
653,28,2,13.1,moderate,0
654,16,1,9.4,moderate,0
655,14,4,16.6,moderate,0
656,31,5,23.0,moderate,0
657,3,1,10.2,conservative,0
658,72,5,21.1,moderate,0
659,35,3,15.5,moderate,0
660,24,5,20.6,moderate,0
661,90,8,28.5,aggressive,0
662,23,6,32.0,aggressive,1
663,8,2,14.0,moderate,0
664,30,3,16.8,moderate,0
665,24,1,12.7,moderate,0
666,25,9,31.3,aggressive,1
667,29,5,15.1,moderate,0
668,40,0,8.9,moderate,0
669,25,4,14.7,moderate,0
670,33,4,10.8,moderate,0
671,10,0,6.3,conservative,0
672,18,0,2.9,moderate,0
673,24,0,6.5,moderate,0
674,6,4,22.1,aggressive,1
675,20,2,15.8,conservative,1
676,22,3,12.2,conservative,0
677,90,4,21.3,moderate,0
678,44,3,15.5,conservative,0
679,16,0,9.5,conservative,0
680,58,2,10.5,conservative,0
681,39,5,24.1,conservative,0
682,17,3,11.3,moderate,0
683,14,3,17.1,conservative,0
684,90,7,19.1,moderate,1
685,8,0,8.5,moderate,0
686,26,6,18.7,aggressive,0
687,6,4,17.4,moderate,0
688,18,1,11.7,conservative,0
689,23,1,14.2,conservative,0
690,37,1,9.1,conservative,0
691,9,4,11.5,moderate,0
692,11,0,8.2,moderate,0
693,4,1,12.3,moderate,0
694,46,6,23.1,conservative,0
695,13,0,8.3,conservative,0
696,10,2,14.1,moderate,0
697,31,0,8.4,conservative,0
698,46,4,20.1,aggressive,1
699,49,6,13.4,moderate,0
700,5,0,12.7,conservative,0
701,18,0,4.9,moderate,0
702,30,5,22.9,aggressive,1
703,4,2,11.9,moderate,0
704,76,6,22.9,conservative,0
705,4,1,8.5,conservative,0
706,34,3,7.6,conservative,0
707,41,9,31.3,moderate,0
708,15,1,11.4,moderate,0
709,12,2,12.8,conservative,0
710,20,0,8.1,conservative,0
711,37,2,13.9,moderate,0
712,22,2,13.9,moderate,0
713,68,2,7.4,conservative,0
714,13,2,10.9,aggressive,0
715,17,1,11.7,moderate,0
716,27,4,21.9,conservative,0
717,14,0,3.6,conservative,0
718,37,3,18.3,moderate,0
719,22,4,17.2,moderate,0
720,16,2,15.4,moderate,0
721,18,3,11.6,moderate,0
722,52,4,13.7,conservative,0
723,19,1,9.3,moderate,0
724,26,3,13.2,conservative,0
725,62,5,18.0,conservative,0
726,57,2,15.6,moderate,0
727,21,5,23.9,aggressive,1
728,23,5,22.1,moderate,0
729,33,7,27.5,moderate,1
730,72,11,30.3,moderate,1
731,15,2,10.5,moderate,1
732,21,3,14.5,moderate,0
733,58,6,19.4,moderate,1
734,42,5,21.8,aggressive,0
735,48,7,22.7,moderate,0
736,18,0,7.4,conservative,0
737,37,6,29.0,moderate,0
738,56,2,9.9,conservative,0
739,19,6,18.1,moderate,1
740,20,4,19.3,aggressive,1
741,32,6,15.2,moderate,0
742,32,8,19.9,aggressive,0
743,10,0,4.2,moderate,0
744,63,6,23.9,aggressive,0
745,16,3,11.2,moderate,0
746,28,0,7.4,aggressive,0
747,32,7,20.7,aggressive,1
748,10,1,9.9,aggressive,1
749,15,0,4.9,conservative,0
750,4,3,14.6,moderate,1
751,19,2,11.0,aggressive,1
752,14,2,12.3,moderate,0
753,11,1,11.8,conservative,0
754,17,4,17.3,aggressive,1
755,32,0,10.3,conservative,0
756,32,5,23.0,conservative,0
757,13,4,20.0,aggressive,0
758,19,4,16.3,moderate,1
759,19,5,19.7,moderate,0
760,34,4,19.0,conservative,0
761,16,2,11.4,moderate,1
762,81,8,20.6,aggressive,0
763,30,1,11.8,conservative,0
764,61,4,20.8,conservative,0
765,26,2,11.3,moderate,0
766,50,8,29.1,aggressive,1
767,22,3,12.1,moderate,0
768,90,6,22.4,conservative,0
769,38,1,9.0,moderate,0
770,28,0,6.5,conservative,0
771,39,2,14.2,conservative,0
772,18,3,14.6,moderate,0
773,23,1,7.2,moderate,0
774,27,2,8.1,conservative,0
775,37,3,15.9,conservative,0
776,38,4,17.0,conservative,0
777,46,6,26.5,conservative,0
778,40,3,12.6,conservative,0
779,44,4,14.9,moderate,0
780,60,6,20.9,moderate,1
781,10,1,8.5,conservative,0
782,34,2,7.6,conservative,0
783,35,3,17.6,conservative,0
784,25,1,7.7,conservative,0
785,80,5,14.4,moderate,1
786,25,2,11.7,moderate,0
787,29,1,10.7,conservative,0
788,2,2,12.1,aggressive,0
789,51,4,17.7,moderate,0
790,21,3,14.1,conservative,0
791,26,3,16.5,conservative,0
792,20,0,8.5,conservative,0
793,17,1,9.8,conservative,0
794,39,7,32.6,moderate,0
795,14,3,18.4,moderate,0
796,28,0,10.3,conservative,0
797,25,5,23.5,moderate,0
798,16,0,8.3,aggressive,0
799,38,6,20.9,aggressive,1
800,8,3,18.8,aggressive,0
801,29,6,22.1,aggressive,1
802,18,1,12.4,conservative,0
803,35,1,10.2,conservative,0
804,22,1,7.0,conservative,1
805,38,3,16.0,conservative,0
806,49,8,24.5,moderate,0
807,78,8,26.3,moderate,0
808,4,0,10.0,moderate,0
809,34,6,22.4,moderate,0
810,42,3,17.3,conservative,0
811,16,4,16.5,aggressive,0
812,26,2,13.6,moderate,0
813,9,1,5.5,conservative,0
814,20,4,21.0,aggressive,1
815,46,6,19.9,aggressive,0
816,5,0,6.7,conservative,0
817,47,8,33.2,aggressive,1
818,25,8,27.1,aggressive,1
819,18,3,15.3,conservative,1
820,16,1,9.8,moderate,0
821,17,2,14.9,conservative,1
822,11,0,10.2,moderate,0
823,44,2,13.4,conservative,0
824,67,11,34.9,aggressive,1
825,40,2,11.3,moderate,0
826,33,10,33.2,aggressive,0
827,8,1,13.6,moderate,0
828,16,4,17.5,aggressive,1
829,30,4,20.1,moderate,0
830,31,2,9.4,moderate,0
831,14,1,8.9,conservative,0
832,46,2,13.4,conservative,0
833,11,5,21.3,conservative,1
834,25,4,16.2,conservative,0
835,37,2,8.0,aggressive,1
836,35,5,25.6,moderate,0
837,8,1,12.0,conservative,0
838,15,5,22.3,moderate,1
839,30,2,10.4,conservative,1
840,40,3,12.1,moderate,0
841,48,6,25.4,moderate,0
842,17,0,7.3,conservative,0
843,31,3,16.6,moderate,0
844,25,1,10.0,moderate,0
845,27,1,10.9,conservative,0
846,17,1,9.0,moderate,0
847,21,2,15.0,conservative,0
848,10,4,12.3,conservative,0
849,35,6,20.5,moderate,0
850,7,0,6.3,aggressive,1
851,37,2,15.4,aggressive,1
852,60,3,12.5,conservative,0
853,35,2,9.6,conservative,0
854,81,4,10.0,moderate,0
855,4,1,8.2,aggressive,0
856,9,4,18.5,moderate,1
857,40,4,15.9,moderate,1
858,24,1,11.5,conservative,0
859,3,0,6.9,conservative,0
860,27,2,9.3,moderate,0
861,12,2,13.6,conservative,0
